session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
575,509,1006,1245,275,53,599,376,6,275,3,128
576,1245,509,495,281,53,6,22,2468,10,6,128
577,275,22,10,3,376,20,6,53,495,22,128
578,128,3066,1245,6,20,53,376,2445,495,6,128
579,275,2445,20,2,509,509,509,785,906,509,128
580,376,4537,231,938,281,119,1006,275,495,53,128
581,1035,6,20,599,376,281,53,275,509,193,128
582,106,53,376,495,275,106,20,245,2928,6,128
583,495,275,53,376,495,20,6,509,509,509,128
584,785,906,281,785,1035,495,53,275,509,376,128
585,509,20,6,53,376,275,599,275,376,53,128
586,495,20,6,20,509,785,509,275,4529,906,128
587,509,376,53,495,275,1035,509,20,6,53,128
588,376,599,203,275,495,20,6,509,2,900,128
589,705,2,900,6,281,705,231,3,130,5,128
590,900,53,20,495,281,231,900,1010,1478,4536,128
591,3,106,231,281,900,900,245,705,1246,900,128
592,10,6,1246,2,1478,130,53,10,900,705,128
593,5,1246,705,53,20,10,4522,214,87,6,128
594,705,960,10,900,53,2,705,5,130,20,128
595,705,1246,1478,53,2,87,214,705,6,2,128
596,900,87,53,2,705,5,130,1478,705,53,128
597,1246,705,53,20,2,6,1262,2,2,1262,128
598,2,2,1262,1262,2,2,1262,1262,2,1262,128
599,2,3090,497,1862,208,6,208,2,582,648,128
600,703,767,496,624,2513,582,6,496,10,3,128
601,208,1862,2513,6,648,208,77,3,582,3090,128
602,2,648,582,3,582,703,1862,6,582,1862,128
603,2513,77,208,3,785,1006,1245,509,785,281,128
604,906,906,509,53,1035,376,495,275,6,906,128
605,20,509,1796,509,281,785,231,376,231,281,128
606,509,275,2468,495,53,906,1035,906,509,376,128
607,275,20,495,53,6,275,53,376,495,20,128
608,6,275,495,376,53,20,6,53,275,376,128
609,275,495,6,53,376,495,20,6,3,2,128
610,20,2,2,2,1006,906,785,281,1035,345,128
611,1006,1035,275,785,2,1006,1035,1006,785,509,128
612,376,275,599,53,509,376,281,495,275,2468,128
613,53,509,6,20,459,130,5,231,281,705,128
614,22,2,20,281,231,53,705,1246,705,231,128
615,1478,281,106,239,174,4523,106,6,2,900,128
616,2,130,1478,53,705,5,53,705,1246,6,128
617,705,900,20,6,53,2,2,1863,1597,1597,128
618,1597,250,2,1597,1597,2,3,2,6,3,128
619,2,1606,244,3,1606,1606,3,22,15,105,128
620,6,292,22,1606,3,5,4524,127,22,10,128
621,20,6,1606,127,22,20,127,3,6,2,128
622,22,13,8,38,2,8,78,38,13,1,128
623,38,8,19,6,13,13,1,6,8,1,128
624,1,1,1,8,1,1,1,1,1,1,128
625,19,8,1,38,1,15,19,19,1,8,128
626,8,1,1,1,8,1,1,1,8,8,128
627,1,1,1,1,8,1,8,1,8,1,128
628,1,1,8,8,8,8,2,458,60,60,128
629,60,60,39,39,255,3,81,43,10,21,128
630,4,65,27,10,21,65,27,4,30,4,128
631,10,6,30,9,9,6,51,3,3,4,128
632,4,33,51,43,33,9,6,4,4,4,128
633,4,9,6,3,21,27,10,65,4,21,128
634,3,3,2,2,3,6,2,3003,3003,43,128
635,3,81,6,2,1075,43,2,2,4525,2,128
636,2,2,4526,2,3,3,2,2,3,6,128
637,2,2837,3,6,2,81,43,2,2,4527,128
638,350,350,3,2,4521,350,1185,1185,1185,18,128
639,5,17,5,1185,1185,1185,1185,1185,2446,1715,128
640,2446,2446,1715,2,2,40,2471,2471,2471,2,128
641,40,2,3,2,3,6,2,4528,2,1866,128
642,231,1866,3,6,1010,22,45,130,1010,6,128
643,105,15,3,10,481,20,45,6,1866,105,128
644,53,130,18,5,1866,960,6,10,20,17,128
645,6,3,481,2,53,216,4,10,21,4,128
646,27,65,10,21,30,4,3,65,27,6,128
647,9,9,3,30,4,33,4,9,4,10,128
648,6,51,33,4,24,43,4,9,51,4,128
649,6,24,9,1056,6,4,6,4,51,3,128
650,155,2,3,10,4,21,27,9,65,38,128
651,13,38,19,19,38,38,19,38,38,19,128
652,6,78,38,15,13,6,78,10,78,6,128
653,10,38,19,13,8,1,1,13,8,13,128
654,19,1,1,15,1,15,1,15,15,15,128
655,1,15,15,1,13,3,19,38,38,19,128
656,13,7,38,6,7,1,13,19,38,78,128
657,13,7,1,3,6,75,1,19,75,7,128
658,1,1,7,1,7,19,19,7,1,7,128
659,7,43,19,7,1,7,7,7,1,7,128
660,1,7,7,1,7,7,1,7,1,7,128
661,7,13,7,1,7,7,7,1,7,1,128
662,7,7,1,7,7,1,7,1,7,7,128
663,1,7,7,7,1,7,1,7,7,1,128
664,7,7,7,1,1,7,7,7,1,7,128
665,1,7,7,1,7,1,7,7,1,7,128
666,7,1,1,7,7,7,1,7,7,7,128
667,1,7,1,7,7,1,7,7,7,1,128
668,1,7,7,7,1,7,7,7,1,7,128
669,1,7,7,1,7,7,1,1,7,7,128
670,7,1,1,7,7,7,1,7,1,7,128
671,7,1,7,7,7,1,1,7,7,7,128
672,1,7,7,7,1,7,1,7,7,1,128
673,7,7,1,7,1,7,7,7,1,7,128
674,7,7,1,7,1,7,7,1,7,1,128
675,7,7,1,7,7,7,1,1,7,7,128
676,7,1,7,1,7,7,1,7,7,1,128
677,7,1,7,7,7,1,7,7,7,1,128
678,1,7,7,7,1,7,1,7,7,1,128
679,7,7,7,1,7,7,7,1,1,7,128
680,7,1,7,7,1,7,1,7,7,7,128
681,1,7,7,7,1,7,1,7,7,1,128
682,7,7,1,7,1,1,19,1,1,13,128
683,38,75,3,2,2,3,6,2,3,6,128
684,2,1266,794,1266,2,10,4,216,3,10,128
685,4,6,3,4,6,21,3,6,6,65,128
686,27,10,21,65,4,27,30,3,9,4,128
687,33,4,30,9,33,4,6,6,4,4,128
688,9,2983,10,2983,3,6,4,9,10,21,128
689,155,2,3,6,3,10,27,65,21,10,128
690,4,3,216,4,10,21,4,65,27,65,128
691,27,10,21,4,4,30,3,4,6,9,128
692,9,30,3,6,10,33,4,6,33,4,128
693,4,9,43,81,4,9,9,9,3,2,128
694,9,3,9,2065,3,2,2065,9,9,6,128
695,9,4,4,10,4,10,9,4,9,155,128
696,21,3,2,155,21,10,27,4,9,65,128
697,3,43,81,10,216,4,10,4,21,4,128
698,27,65,21,27,65,10,4,4,30,4,128
699,3,6,9,4,30,3,10,4,9,33,128
700,9,33,9,6,4,9,6,4,9,6,128
701,4,9,4,9,6,4,9,4,6,4,128
702,9,4,9,4,51,4,24,4,51,24,128
703,6,9,51,4,9,4,4,4,4,4,128
704,9,4,4,4,4,9,4,4,4,4,128
705,4,10,3,9,6,4,21,21,65,27,128
706,10,4,3,30,9,33,6,4,6,9,128
707,4,4,4,4,51,51,24,9,4,51,128
708,9,6,4,51,9,6,4,4,4,9,128
709,4,6,4,155,9,4,3,10,2,21,128
710,65,27,10,4,21,4,10,216,4,21,128
711,10,65,27,27,65,10,4,21,4,30,128
712,3,6,9,4,30,3,10,9,6,33,128
713,4,51,9,6,33,6,24,4,6,24,128
714,9,4,24,3,51,2,9,21,155,65,128
715,4,21,10,27,207,2,3,3,6,6,128
716,3,2,567,567,801,45,18,17,5,801,128
717,567,567,567,18,801,17,5,3,2,2,128
718,2,1043,1043,5,1043,18,17,5,1043,1043,128
719,18,17,5,1043,1043,1043,17,18,5,1043,128
720,1043,5,17,18,18,5,17,17,18,5,128
721,17,5,18,1403,2,418,1403,413,2,413,128
722,413,413,413,413,413,413,413,413,413,413,128
723,413,413,413,413,413,413,216,4,10,10,128
724,4,21,27,65,21,27,10,4,65,4,128
725,3,30,6,9,10,3,30,9,4,33,128
726,4,9,33,9,4,6,6,4,4,9,128
727,4,9,6,4,4,51,4,4530,4531,4532,128
728,24,4,9,4,51,4,9,51,6,24,128
729,9,4,4,567,45,5,801,18,17,567,128
730,18,5,801,17,9,4,9,6,4,4,128
731,3,2,9,9,9,2,413,413,413,413,128
732,413,6,9,413,413,413,413,413,413,413,128
733,9,413,413,413,3,413,413,413,413,413,128
734,4,3,21,2,155,27,10,4,21,65,128
735,60,60,3,60,60,43,81,39,39,114,128
736,570,114,114,114,570,114,114,114,114,570,128
737,114,114,114,114,114,114,570,114,114,570,128
738,114,114,114,114,114,114,114,570,114,114,128
739,114,114,114,114,114,114,114,114,114,114,128
740,114,114,114,114,114,114,114,114,114,114,128
741,114,10,4,216,21,4,65,27,65,4,128
742,27,21,10,30,3,6,9,3,4,9,128
743,30,33,4,9,10,6,9,33,4,4,128
744,155,4,9,155,2,3,21,4,10,21,128
745,65,27,10,21,3,27,65,4,30,9,128
746,33,9,6,24,4,4,9,6,24,9,128
747,9,4533,4,9,4,4,4,4,21,10,128
748,3,9,3,4,216,10,21,4,27,65,128
749,65,27,4,21,10,4,30,30,3,9,128
750,6,9,10,4,6,4,33,51,9,4,128
751,4,9,33,6,51,51,4,9,24,81,128
752,43,114,570,114,114,114,114,114,570,114,128
753,4,114,114,114,114,114,114,114,9,6,128
754,24,9,9,9,4,4,4,4,4,4,128
755,4,4,4,4,3,216,4,10,21,4,128
756,65,27,30,27,65,4,10,21,4,6,128
757,30,9,6,9,10,3,33,4,3,33,128
758,4,9,4,10,2,6,3,155,21,65,128
759,4,21,10,27,43,216,4,10,21,4,128
760,65,27,30,27,65,4,10,21,4,6,128
761,30,9,9,4,10,6,9,4,3,33,128
762,33,4,6,3,51,9,9,4,24,4,128
763,43,51,9,6,24,9,4,4,3,51,128
764,155,24,2,65,4,21,10,27,4,3,128
765,216,10,21,4,65,27,10,65,27,21,128
766,4,4,6,3,30,9,30,6,33,4,128
767,9,6,9,33,10,4,81,43,4,9,128
768,4,9,155,2,3,10,21,4,65,10,128
769,27,21,3,2,6,3,3,2,6,43,128
770,216,4,10,21,4,65,27,30,27,65,128
771,4,10,21,6,30,9,4,6,4,9,128
772,3,33,4,10,3,33,4,4,9,6,128
773,4,4,9,43,4,10,3,9,155,4,128
774,2,4,21,10,27,65,3,216,4,10,128
775,21,4,27,65,10,65,21,27,4,3,128
776,30,4,9,6,30,3,10,33,4,9,128
777,6,4,33,43,81,9,4,4,9,9,128
778,4,3,2,155,10,2,21,65,10,27,128
779,4,21,43,567,567,801,45,5,567,801,128
780,18,17,567,567,17,43,567,801,5,4,128
781,216,10,21,4,65,27,27,21,65,4,128
782,10,4,3,30,9,6,4,30,33,10,128
783,3,9,6,4,9,9,33,6,9,51,128
784,4,24,51,4,9,4,6,24,9,4,128
785,21,3,2,155,4,21,10,27,65,4,128
786,216,10,21,4,65,27,27,4,65,10,128
787,21,30,3,4,6,9,9,3,9,33,128
788,4,10,9,33,4,43,4,6,6,9,128
789,6,3,2,9,3,9,421,176,160,2,128
790,375,409,367,400,389,407,9,3,369,98,128
791,391,192,98,160,176,391,176,176,160,391,128
792,391,409,391,2,3,9,9,9,2,9,128
793,9,9,4,4,4,4,4,4,9,4,128
794,4,4,9,4,4,10,4,1365,1365,367,128
795,10,1365,391,9,2,3,9,6,9,4,128
796,4,4,9,4,9,4,4,4,3,155,128
797,21,2,2,4,21,10,27,65,216,4,128
798,10,21,4,65,27,4,10,21,65,27,128
799,30,3,9,6,30,4,3,33,4,4,128
800,33,6,9,10,9,9,6,6,43,6,128
801,4,9,4,3,9,155,155,3,21,2,128
802,4,21,10,27,65,3,3,2,2,3,128
803,6,2,6,3,43,81,2,38,13,11,128
804,153,78,38,78,38,1,19,13,3,19,128
805,140,78,13,883,38,3,140,6,1,13,128
806,11,38,19,19,11,1,13,78,78,13,128
807,11,3,1,1,1,11,11,1,1,1,128
808,11,1,1,38,11,15,1,11,11,78,128
809,11,11,1,1,11,11,11,1,11,1,128
810,11,11,1,11,11,1,11,1,11,11,128
811,13,11,1,1,11,11,11,1,11,1,128
812,11,11,1,11,11,1,11,11,1,11,128
813,11,11,1,1,11,11,11,1,1,11,128
814,11,11,1,11,11,1,11,1,11,11,128
815,1,11,1,11,11,1,11,11,1,11,128
816,11,1,11,11,1,11,1,11,11,11,128
817,1,11,1,11,11,1,11,1,11,11,128
818,1,11,11,11,1,1,11,11,11,1,128
819,1,11,11,11,1,11,11,1,11,1,128
820,11,11,1,11,1,11,11,11,1,1,128
821,11,11,11,1,11,1,11,11,1,11,128
822,11,1,11,1,11,11,11,1,1,11,128
823,11,11,1,11,1,11,11,1,11,11,128
824,11,1,1,11,11,11,1,1,11,11,128
825,11,11,1,11,1,11,11,1,11,11,128
826,1,11,1,11,11,11,1,1,11,11,128
827,11,1,11,11,1,11,1,11,11,1,128
828,11,1,11,11,11,1,1,11,11,11,128
829,1,11,1,11,11,1,11,11,1,11,128
830,1,11,11,11,1,1,11,11,1,11,128
831,11,1,11,11,1,11,11,1,11,1,128
832,11,11,11,1,1,11,11,11,1,1,128
833,11,11,11,1,11,1,11,1,11,11,128
834,11,1,1,11,11,1,11,1,11,11,128
835,1,11,11,1,11,11,1,11,11,1,128
836,11,1,11,1,11,1,11,1,11,11,128
837,1,1,19,38,1,1,13,38,1,1,128
838,13,8,13,1,19,8,38,8,75,6,128
839,75,19,75,8,1,8,1,1,1,8,128
840,8,1,8,8,1,8,8,1,19,8,128
841,8,1,8,8,8,1,8,1,8,8,128
842,8,1,8,8,1,8,8,1,8,8,128
843,8,13,1,8,1,8,8,8,8,1,128
844,1,8,8,8,8,1,8,1,8,8,128
845,8,1,8,8,1,8,8,1,8,8,128
846,8,8,1,1,8,8,8,8,1,8,128
847,1,8,8,8,1,8,8,1,8,1,128
848,8,8,1,1,8,1,8,8,1,8,128
849,8,1,8,8,8,8,1,1,8,8,128
850,8,8,1,8,1,8,8,8,1,8,128
851,8,1,8,8,1,8,8,8,1,8,128
852,1,8,8,8,8,1,1,8,8,8,128
853,8,1,8,1,8,8,8,1,8,8,128
854,8,1,8,1,8,8,8,8,1,1,128
855,8,8,8,1,8,8,1,8,8,1,128
856,8,8,1,1,1,1,8,8,8,1,128
857,8,1,8,8,8,8,1,1,8,8,128
858,1,8,8,1,8,8,1,8,8,1,128
859,8,8,1,8,8,8,8,1,1,8,128
860,8,8,8,1,8,1,8,8,8,1,128
861,8,8,1,8,1,8,8,8,8,1,128
862,1,8,8,8,8,1,8,8,1,8,128
863,8,1,8,8,8,1,8,1,8,8,128
864,8,8,1,1,8,8,8,8,1,8,128
865,1,8,8,8,1,8,8,1,8,8,128
866,1,8,8,8,8,1,1,8,8,8,128
867,8,1,1,8,8,8,8,1,8,8,128
868,1,8,1,8,8,8,8,1,8,1,128
869,8,8,8,1,8,1,1,1,15,15,128
870,15,15,15,1,15,15,3,1,13,75,128
871,75,38,19,38,13,1,1751,19,13,38,128
872,587,11,19,13,1,587,19,140,13,75,128
873,1,19,7,13,19,1,1,11,13,19,128
874,11,11,19,1,1,1,1,11,1,1,128
875,1,11,11,1,11,11,1,11,11,13,128
876,13,1,19,8,75,1,8,3,75,19,128
877,19,1,8,1,19,8,1,13,1,8,128
878,1,8,8,1,8,1,8,8,1,8,128
879,8,8,1,8,1,8,8,8,1,1,128
880,8,8,1,8,8,1,13,8,8,1,128
881,8,8,1,1,1,1,6,10,216,4,128
882,4,3,4,6,3,6,21,6,65,6,128
883,27,4,10,65,27,21,4,30,3,9,128
884,9,4,6,4,30,33,4,9,33,9,128
885,6,6,4,4,9,6,4,9,3,51,128
886,3,24,9,6,9,4,4,51,24,9,128
887,155,3,6,21,155,2,27,10,65,4,128
888,21,43,4,3,216,21,10,4,65,27,128
889,10,21,65,27,4,3,30,51,6,9,128
890,30,4,9,3,51,33,4,10,4,6,128
891,9,33,6,9,81,43,24,4,9,51,128
892,4,6,24,9,4,4,4,3,155,9,128
893,2,3,9,10,21,155,27,65,2,3,128
894,10,2,3,6,4,21,2,176,389,391,128
895,160,369,176,409,407,375,98,400,367,421,128
896,391,4,2545,409,2545,391,391,1365,391,1365,128
897,391,391,1365,391,391,391,391,391,391,160,128
898,176,1365,2545,391,596,3,2,2,6,3,128
899,38,3,6,2,13,11,153,78,1,38,128
900,78,6,38,140,13,3,19,3,7,13,128
901,1,19,140,19,75,6,1,13,19,75,128
902,38,78,1,1,11,13,3,11,1,1,128
903,1,11,11,1,1,1,1,11,1,1,128
904,11,11,1,1,11,78,11,43,11,11,128
905,1,1,11,11,11,11,1,11,11,1,128
906,11,11,1,11,11,11,11,1,11,11,128
907,13,11,1,11,1,11,11,11,1,1,128
908,1,1,11,1,11,11,11,11,1,1,128
909,1,19,1,11,1,1,1,11,1,1,128
910,11,11,11,1,1,75,1,11,1,1,128
911,11,1,11,75,1,1,1,1,1,1,128
912,1,1,11,11,1,1,1,11,1,1,128
913,1,11,1,11,11,1,1,11,1,1,128
914,11,11,11,11,1,11,1,11,11,11,128
915,1,11,11,1,11,11,1,11,11,11,128
916,11,1,11,11,11,11,1,11,1,11,128
917,11,1,11,11,11,1,11,11,1,11,128
918,11,11,1,1,11,11,11,11,1,11,128
919,1,11,11,11,1,11,11,11,1,11,128
920,1,11,11,11,1,1,11,11,11,11,128
921,1,11,11,1,11,11,1,11,11,11,128
922,1,1,11,11,11,1,1,11,11,1,128
923,11,11,1,11,11,1,11,11,1,11,128
924,11,1,11,11,11,11,1,1,11,11,128
925,11,11,1,11,11,1,11,11,1,11,128
926,11,1,11,11,1,11,11,11,11,1,128
927,1,38,15,1,11,1,11,11,1,11,128
928,1,1,11,11,11,11,1,1,11,11,128
929,11,11,1,11,11,1,11,11,1,11,128
930,11,11,1,11,11,11,11,1,11,1,128
931,11,11,11,1,11,11,11,1,11,1,128
932,11,11,11,11,1,1,11,11,11,11,128
933,1,11,1,11,11,11,1,11,11,1,128
934,11,11,1,11,11,11,11,1,1,11,128
935,11,11,11,1,11,1,11,11,11,1,128
936,11,11,1,11,11,1,11,11,11,11,128
937,1,1,11,11,11,11,1,1,11,11,128
938,11,11,1,11,11,1,11,11,1,11,128
939,11,1,1,19,38,1,1,1,1,7,128
940,78,13,1,14,13,153,19,78,19,1,128
941,140,11,75,13,140,1,19,38,13,11,128
942,78,19,1,1,19,1,1,1,1,1,128
943,13,1,1,14,13,1,14,19,19,1,128
944,14,1,14,1,1,14,1,14,14,1,128
945,1,14,14,1,14,1,14,14,14,14,128
946,1,1,14,14,13,75,38,78,19,14,128
947,1,13,13,19,14,1,75,1,14,1,128
948,19,14,19,1,1,14,1,14,14,1,128
949,14,14,1,14,1,14,14,14,1,1,128
950,14,14,14,1,14,14,1,14,1,14,128
951,14,14,13,1,1,14,14,14,1,14,128
952,14,1,14,14,1,14,14,14,1,1,128
953,14,14,14,1,1,14,14,14,1,14,128
954,1,14,14,1,14,14,1,14,14,1,128
955,1,14,1,14,1,14,14,14,1,14,128
956,1,14,1,14,14,14,14,1,1,14,128
957,14,14,1,1,14,14,19,6,14,1,128
958,14,14,1,19,216,10,4,4,3,6,128
959,4,3,6,21,27,65,21,27,4,10,128
960,65,4,3,9,30,4,4,33,9,30,128
961,33,6,9,4,4,9,4,6,4,3,128
962,9,4,21,10,3,9,155,2,4,65,128
963,10,21,27,3029,56,56,4,56,10,21,128
964,939,4,65,27,56,939,10,21,1238,65,128
965,27,4,3,30,9,6,30,3,32,4,128
966,9,10,33,32,4,33,32,9,6,32,128
967,4,51,56,32,4,4,4,24,9,4,128
968,2,155,51,9,24,6,3,5,59,59,128
969,5,59,5,5,59,59,5,59,5,5,128
970,94,59,282,5,310,290,89,94,89,59,128
971,378,5,290,450,59,450,5,256,89,5,128
972,59,235,256,5,235,196,4,59,89,196,128
973,94,290,4,21,10,27,65,3,59,291,128
974,340,313,5,340,89,5,291,313,5,59,128
975,352,282,310,5,59,5,59,59,340,352,128
976,290,310,282,291,378,59,5,189,313,378,128
977,291,340,310,352,282,59,313,89,59,94,128
978,5,59,59,290,310,282,59,5,5,5,128
979,5,59,313,291,310,59,59,5,59,94,128
980,89,94,5,5,59,59,5,59,352,189,128
981,94,5,59,59,235,290,59,59,5,189,128
982,89,5,59,340,5,5,196,5,199,199,128
983,59,5,94,89,5,221,290,256,282,310,128
984,5,230,89,94,89,59,230,221,199,5,128
985,290,291,282,278,230,59,235,278,94,278,128
986,94,310,89,5,313,59,59,378,290,310,128
987,5,59,89,94,89,5,256,235,290,340,128
988,196,313,89,5,352,5,89,278,256,199,128
989,235,189,5,89,256,89,235,189,5,94,128
990,196,5,94,94,199,196,5,282,59,89,128
991,189,5,2908,5,2908,13,59,38,59,11,128
992,1,89,59,59,19,89,89,19,1,11,128
993,13,38,5,89,189,278,59,94,5,378,128
994,291,310,313,59,89,352,5,189,59,196,128
995,221,89,5,89,221,196,189,256,235,199,128
996,94,89,5,59,5,5,59,94,230,59,128
997,5,310,5,230,59,352,378,313,282,5,128
998,340,89,291,256,89,59,5,59,5,89,128
999,59,256,5,59,230,256,89,199,59,230,128
1000,256,196,5,5,278,196,199,230,189,221,128
1001,278,5,230,196,256,5,221,230,196,199,128
1002,235,221,5,199,189,282,278,5,256,310,128
1003,278,235,256,196,221,235,230,196,282,278,128
1004,230,199,5,235,230,256,189,196,5,94,128
1005,221,199,199,235,189,278,256,256,230,278,128
1006,199,221,235,5,189,230,256,221,189,5,128
1007,235,196,256,196,278,5,199,199,199,189,128
1008,196,189,278,59,94,5,291,340,290,282,128
1009,378,313,5,5,5,59,59,94,189,235,128
1010,340,5,5,89,59,5,94,196,310,378,128
1011,221,5,340,196,89,59,5,59,256,59,128
1012,5,89,59,89,340,5,59,89,89,89,128
1013,89,59,5,89,59,59,59,290,291,256,128
1014,199,5,5,89,89,5,340,89,313,94,128
1015,59,352,278,89,5,256,199,235,94,199,128
1016,278,196,5,189,89,94,256,5,89,256,128
1017,291,378,313,352,282,310,230,5,290,5,128
1018,5,340,94,5,59,5,5,5,59,290,128
1019,5,5,189,282,89,89,89,5,89,5,128
1020,196,282,89,291,378,189,89,5,282,310,128
1021,89,5,340,291,5,89,290,221,5,94,128
1022,89,5,94,89,5,378,5,256,5,221,128
1023,189,89,89,5,89,5,199,13,38,19,128
1024,38,19,38,13,38,13,15,6,78,13,128
1025,10,78,6,1,7,1,7,38,15,10,128
1026,38,15,1,1,13,3,38,19,19,19,128
1027,38,8,13,6,78,738,3,38,1,13,128
1028,19,7,6,75,19,738,140,13,1,7,128
1029,13,75,75,38,19,13,7,78,1,7,128
1030,7,7,13,8,77,1,3,8,1,19,128
1031,13,1,8,1,1,8,1,13,1,1,128
1032,13,13,8,13,1,8,13,1,8,1,128
1033,8,8,5,8,8,89,1,1,189,8,128
1034,59,8,8,1,8,8,1,8,1,8,128
1035,5,8,8,89,8,1,5,1,5,89,128
1036,8,8,89,5,89,13,8,8,1,1,128
1037,8,8,1,94,5,94,5,1,19,1,128
1038,5,1,13,1,59,59,5,278,230,5,128
1039,89,5,278,5,199,230,221,5,199,235,128
1040,278,235,5,189,189,221,196,5,235,278,128
1041,199,221,196,256,189,199,221,5,199,256,128
1042,278,235,230,189,230,189,89,5,230,199,128
1043,5,189,221,278,199,230,5,221,199,196,128
1044,235,221,5,199,221,196,278,235,230,278,128
1045,189,221,189,38,19,221,230,19,75,19,128
1046,75,13,8,153,19,13,75,19,1,75,128
1047,140,13,19,1,78,7,13,1,7,1,128
1048,13,8,19,19,1,13,140,75,7,78,128
1049,13,19,1,7,1,1,1,1,1,235,128
1050,1,1,5,1,13,1,13,1,13,8,128
1051,1,13,8,13,8,1,8,1,1,1,128
1052,8,1,1,8,78,1,8,8,19,19,128
1053,13,11,153,19,78,38,924,11,1,19,128
1054,13,11,924,75,3,1,1,11,13,1,128
1055,11,1,11,11,1,11,1,11,11,11,128
1056,1,11,11,1,11,11,1,11,11,11,128
1057,1,1,11,89,13,1,5,1,1,13,128
1058,1,8,19,1,13,13,140,140,1,13,128
1059,75,19,7,7,1,7,1,7,1,1,128
1060,7,7,1,1,13,7,7,1,7,1,128
1061,7,13,5,1,8,13,94,1,8,1,128
1062,1,282,8,1,13,13,1,5,94,5,128
1063,89,8,1,8,1,8,1,8,8,199,128
1064,8,8,1,1,1,8,8,8,8,1,128
1065,1,8,8,8,1,8,8,1,8,8,128
1066,1,8,8,13,8,1,1,352,8,8,128
1067,1,199,1,310,1,13,1,153,1,13,128
1068,19,8,78,13,75,140,13,19,140,19,128
1069,1,13,7,7,1,1,1,1,13,1,128
1070,5,13,1,13,1,8,1,8,1,1,128
1071,1,1,1,8,8,1,8,8,1,13,128
1072,8,1,8,8,75,13,7,19,153,75,128
1073,78,75,13,1,19,7,7,75,7,19,128
1074,7,1,1,1,13,7,1,7,1,1,128
1075,7,7,1,7,7,7,19,1,7,1,128
1076,7,7,7,1,5,89,7,7,1,7,128
1077,7,1,7,7,1,7,1,7,7,13,128
1078,7,7,1,1,7,7,7,1,7,5,128
1079,1,1,1,1,13,1,1,19,153,7,128
1080,78,13,140,13,75,140,13,19,1,7,128
1081,7,1,1,1,7,13,1,1,1,1,128
1082,7,1,1,1,94,13,89,7,7,1,128
1083,235,7,1,7,7,1,7,1,7,13,128
1084,7,1,7,1,7,7,7,1,1,282,128
1085,7,7,7,1,7,221,1,7,13,7,128
1086,1,7,5,7,1,7,1,7,7,7,128
1087,1,1,7,7,5,1,13,89,94,1,128
1088,13,1,1,13,14,19,1,78,13,14,128
1089,19,1,75,14,14,1,1,1,1,14,128
1090,14,5,1,19,1,13,153,14,19,13,128
1091,1,38,13,6,140,14,19,1,14,13,128
1092,75,78,19,13,1,14,14,13,14,1,128
1093,1,1,1,1,1,1,14,1,14,340,128
1094,14,1,13,14,5,89,221,14,1,59,128
1095,14,1,14,14,13,14,1,14,14,14,128
1096,1,5,1,14,14,291,14,1,235,14,128
1097,14,1,14,13,14,1,14,14,5,14,128
1098,1,1,14,14,14,1,14,13,1,14,128
1099,282,1,19,1,8,13,1,13,19,13,128
1100,140,7,1,75,19,13,1,13,19,78,128
1101,7,7,13,8,1,8,1,1,1,8,128
1102,1,8,1,8,1,8,8,1,1,13,128
1103,8,5,8,8,1,8,1,8,13,1,128
1104,78,8,19,13,8,19,1,8,75,8,128
1105,1,1,1,13,8,1,8,1,8,1,128
1106,94,196,8,1,8,8,1,8,8,1,128
1107,13,8,8,59,1,8,8,8,1,1,128
1108,8,8,8,8,1,8,5,8,1,13,128
1109,8,8,1,8,8,1,8,1,1,1,128
1110,1,1,13,13,1,19,153,14,13,75,128
1111,140,13,140,7,13,19,1,19,13,7,128
1112,1,7,7,1,1,7,1,7,1,1,128
1113,13,7,7,1,7,5,1,7,7,1,128
1114,7,1,1,13,1,13,1,14,1,1,128
1115,1,1,1,1,14,19,14,13,19,7,128
1116,19,1,7,13,7,75,7,1,1,1,128
1117,13,13,1,7,340,5,89,1,1,7,128
1118,13,7,7,1,1,7,7,13,19,153,128
1119,14,14,13,1,19,75,14,1,14,19,128
1120,14,1,14,1,13,1,14,1,14,14,128
1121,1,1,13,14,14,14,19,14,1,5,128
1122,59,230,1,14,14,13,14,1,14,14,128
1123,1,14,14,1,14,1,14,14,1,14,128
1124,14,13,14,1,14,1,14,5,14,14,128
1125,1,13,19,11,140,13,1,19,75,14,128
1126,13,1,19,1,13,14,1,1,11,13,128
1127,11,1,1,1,1,11,1,1,1,11,128
1128,1,11,1,11,1,13,1,11,11,11,128
1129,1,5,11,11,1,13,11,11,1,11,128
1130,196,11,11,1,1,11,11,5,11,1,128
1131,59,1,11,11,13,11,11,1,11,11,128
1132,1,11,11,1,13,11,11,11,1,1,128
1133,1,1,13,1,13,14,19,153,1,19,128
1134,544,544,13,75,140,13,140,13,1,78,128
1135,1,7,13,7,1,1,1,7,7,1,128
1136,1,13,13,153,8,13,19,1,8,544,128
1137,13,1,75,1,8,8,8,1,1,1,128
1138,13,1,8,1,1,8,8,1,13,8,128
1139,8,1,1,8,1,8,8,13,8,8,128
1140,1,1,8,8,8,8,1,8,1,8,128
1141,8,1,8,8,1,8,8,1,8,8,128
1142,13,8,5,1,1,1,1,1,13,1,128
1143,14,13,19,13,19,1,140,13,140,75,128
